Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/14/2021
Graph title  : Title
Points       : 300
Pen legend   : 2:58:37 PM
Resonance    : F1:2.87206281e+005 F2:2.50030578e+005 Fr:2.61854469e+005 Zr:1.08539200e+002 Q:7.04369916e+000
Capacitance  : 4.03444841e-009 F at 2.42446055e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
5.74377313e+005, 1.06126404e+002, 9.42272577e-003, -6.76467438e+001, 4.03615667e+001, -9.81517067e+001, 3.58361314e-003, 8.71467026e-003
5.61259688e+005, 9.42366180e+001, 1.06115862e-002, -6.67745132e+001, 3.71622789e+001, -8.65996836e+001, 4.18468676e-003, 9.75162343e-003
5.48441563e+005, 8.50333481e+001, 1.17600920e-002, -6.57263489e+001, 3.49567999e+001, -7.75157560e+001, 4.83451720e-003, 1.07204108e-002
5.35916250e+005, 7.55066833e+001, 1.32438608e-002, -7.09182663e+001, 2.46843902e+001, -7.13578315e+001, 4.32963827e-003, 1.25161528e-002
5.23677000e+005, 7.74716797e+001, 1.29079427e-002, -7.83952103e+001, 1.55841883e+001, -7.58880374e+001, 2.59655929e-003, 1.26440841e-002
5.11717250e+005, 8.18187637e+001, 1.22221353e-002, -8.04667282e+001, 1.35508495e+001, -8.06888132e+001, 2.02423391e-003, 1.20533426e-002
5.00030563e+005, 8.44889526e+001, 1.18358669e-002, -8.35049133e+001, 9.55722226e+000, -8.39466653e+001, 1.33884972e-003, 1.17598991e-002
4.88610875e+005, 8.95167770e+001, 1.11710903e-002, -8.57079926e+001, 6.69940179e+000, -8.92657347e+001, 8.36040180e-004, 1.11397619e-002
4.77451969e+005, 9.48438263e+001, 1.05436488e-002, -8.68562469e+001, 5.20136011e+000, -9.47010942e+001, 5.78227563e-004, 1.05277815e-002
4.66547844e+005, 1.00165703e+002, 9.98345713e-003, -8.73012619e+001, 4.71624711e+000, -1.00054610e+002, 4.70065596e-004, 9.97238460e-003
4.55892875e+005, 1.05446999e+002, 9.48343730e-003, -8.75703583e+001, 4.47016610e+000, -1.05352205e+002, 4.02026995e-004, 9.47491200e-003
4.45481188e+005, 1.10650803e+002, 9.03744009e-003, -8.75317230e+001, 4.76531363e+000, -1.10548143e+002, 3.89208532e-004, 9.02905533e-003
4.35307250e+005, 1.15368103e+002, 8.66790711e-003, -8.73171768e+001, 5.40003357e+000, -1.15241654e+002, 4.05718636e-004, 8.65840667e-003
4.25365688e+005, 1.19900803e+002, 8.34022774e-003, -8.70585709e+001, 6.15271876e+000, -1.19742835e+002, 4.27979417e-004, 8.32923960e-003
4.15651156e+005, 1.25414597e+002, 7.97355354e-003, -8.64922333e+001, 7.67334674e+000, -1.25179634e+002, 4.87852632e-004, 7.95861519e-003
4.06158438e+005, 1.29924103e+002, 7.69680128e-003, -8.55302734e+001, 1.01252897e+001, -1.29528958e+002, 5.99829753e-004, 7.67339261e-003
3.96882656e+005, 1.31603806e+002, 7.59856446e-003, -8.48758163e+001, 1.17541547e+001, -1.31077845e+002, 6.78663523e-004, 7.56819646e-003
3.87818688e+005, 1.33305298e+002, 7.50157733e-003, -8.57153931e+001, 9.95934820e+000, -1.32932742e+002, 5.60448998e-004, 7.48061223e-003
3.78961563e+005, 1.39883896e+002, 7.14878574e-003, -8.68624878e+001, 7.65620300e+000, -1.39674217e+002, 3.91271307e-004, 7.13807007e-003
3.70306844e+005, 1.46787201e+002, 6.81258307e-003, -8.59879913e+001, 1.02700476e+001, -1.46427485e+002, 4.76646138e-004, 6.79588821e-003
3.61849781e+005, 1.53537399e+002, 6.51307111e-003, -8.58604736e+001, 1.10831781e+001, -1.53136854e+002, 4.70149471e-004, 6.49607996e-003
3.53585906e+005, 1.58548096e+002, 6.30723438e-003, -8.56889038e+001, 1.19183529e+001, -1.58099499e+002, 4.74126447e-004, 6.28938865e-003
3.45510656e+005, 1.66907700e+002, 5.99133535e-003, -8.53414536e+001, 1.35558126e+001, -1.66356305e+002, 4.86600794e-004, 5.97154242e-003
3.37619844e+005, 1.77408997e+002, 5.63669272e-003, -8.45105133e+001, 1.69714953e+001, -1.76595358e+002, 5.39223521e-004, 5.61084155e-003
3.29909250e+005, 1.91623398e+002, 5.21856940e-003, -8.41189270e+001, 1.96344888e+001, -1.90614830e+002, 5.34715195e-004, 5.19110260e-003
3.22374750e+005, 2.05651505e+002, 4.86259511e-003, -8.11784286e+001, 3.15382797e+001, -2.03218794e+002, 7.45717300e-004, 4.80507408e-003
3.15012406e+005, 2.14418793e+002, 4.66377031e-003, -7.69194870e+001, 4.85272683e+001, -2.08855268e+002, 1.05550465e-003, 4.54275945e-003
3.07818188e+005, 2.41472000e+002, 4.14126689e-003, -7.40667114e+001, 6.62883959e+001, -2.32195124e+002, 1.13685205e-003, 3.98216761e-003
3.00788156e+005, 2.27178696e+002, 4.40182121e-003, -6.22050591e+001, 1.05935364e+002, -2.00967307e+002, 2.05260679e-003, 3.89394855e-003
2.93918781e+005, 2.36104294e+002, 4.23541641e-003, -6.30435219e+001, 1.07029278e+002, -2.10451826e+002, 1.91997169e-003, 3.77524315e-003
2.87206281e+005, 2.82622803e+002, 3.53828492e-003, -4.93799515e+001, 1.83998709e+002, -2.14523015e+002, 2.30356450e-003, 2.68571233e-003
2.80646969e+005, 1.77408997e+002, 5.63669272e-003, -2.63120003e+001, 1.59028291e+002, -7.86381247e+001, 5.05269535e-003, 2.49851447e-003
2.74237563e+005, 1.23416901e+002, 8.10261800e-003, -4.24871407e+001, 9.10111950e+001, -8.33588253e+001, 5.97510505e-003, 5.47270847e-003
2.67974563e+005, 1.67444504e+002, 5.97212794e-003, -4.91260796e+001, 1.09575131e+002, -1.26613398e+002, 3.90814082e-003, 4.51583298e-003
2.61854469e+005, 1.08539200e+002, 9.21326121e-003, -4.50422897e+001, 7.66921354e+001, -7.68054312e+001, 6.50994920e-003, 6.51956622e-003
2.55874281e+005, 1.03767303e+002, 9.63694696e-003, -5.75697517e+001, 5.56475479e+001, -8.75842662e+001, 5.16802933e-003, 8.13401620e-003
2.50030578e+005, 1.11363800e+002, 8.97957864e-003, -6.89106064e+001, 4.00713788e+001, -1.03904671e+002, 3.23106878e-003, 8.37812790e-003
2.44320391e+005, 1.22626701e+002, 8.15483079e-003, -7.29564972e+001, 3.59416055e+001, -1.17241242e+002, 2.39016224e-003, 7.79669095e-003
2.38740563e+005, 1.24212097e+002, 8.05074564e-003, -7.31790695e+001, 3.59446820e+001, -1.18897540e+002, 2.32973679e-003, 7.70628522e-003
2.33288281e+005, 1.32451797e+002, 7.54991641e-003, -8.04328232e+001, 2.20140012e+001, -1.30609580e+002, 1.25482532e-003, 7.44490774e-003
2.27960344e+005, 1.42605392e+002, 7.01235755e-003, -8.18417892e+001, 2.02367024e+001, -1.41162225e+002, 9.95102571e-004, 6.94139246e-003
2.22754188e+005, 1.48684998e+002, 6.72562812e-003, -8.25036163e+001, 1.93979823e+001, -1.47414201e+002, 8.77449757e-004, 6.66814483e-003
2.17666984e+005, 1.60082993e+002, 6.24675978e-003, -8.39564133e+001, 1.68543375e+001, -1.59193266e+002, 6.57690089e-004, 6.21204085e-003
2.12695891e+005, 1.69609406e+002, 5.89589945e-003, -8.52773132e+001, 1.39644732e+001, -1.69033559e+002, 4.85427853e-004, 5.87588207e-003
2.07838297e+005, 1.73465302e+002, 5.76484168e-003, -8.31264572e+001, 2.07600506e+001, -1.72218556e+002, 6.89927057e-004, 5.72340810e-003
2.03091688e+005, 1.79702606e+002, 5.56474957e-003, -8.56337738e+001, 1.36809909e+001, -1.79181074e+002, 4.23651552e-004, 5.54859956e-003
1.98453484e+005, 1.93478394e+002, 5.16853578e-003, -8.30433502e+001, 2.34337827e+001, -1.92054020e+002, 6.26004495e-004, 5.13048541e-003
1.93921156e+005, 1.82025894e+002, 5.49372387e-003, -8.59460526e+001, 1.28684498e+001, -1.81570452e+002, 3.88382708e-004, 5.47997818e-003
1.89492344e+005, 1.94100800e+002, 5.15196229e-003, -8.63877563e+001, 1.22290857e+001, -1.93715177e+002, 3.24593142e-004, 5.14172682e-003
1.85164750e+005, 1.99152100e+002, 5.02128776e-003, -8.66097031e+001, 1.17773215e+001, -1.98803555e+002, 2.96945503e-004, 5.01249979e-003
1.80935984e+005, 2.07642303e+002, 4.81597431e-003, -8.69194717e+001, 1.11585855e+001, -2.07342258e+002, 2.58807865e-004, 4.80901519e-003
1.76803766e+005, 2.17190903e+002, 4.60424441e-003, -8.68776321e+001, 1.18300910e+001, -2.16868479e+002, 2.50786887e-004, 4.59740933e-003
1.72765844e+005, 2.18590393e+002, 4.57476647e-003, -8.63084030e+001, 1.40741508e+001, -2.18136834e+002, 2.94550699e-004, 4.56527415e-003
1.68820266e+005, 2.25000504e+002, 4.44443450e-003, -8.74969330e+001, 9.82641682e+000, -2.24785827e+002, 1.94101192e-004, 4.44019400e-003
1.64964797e+005, 2.33090805e+002, 4.29017352e-003, -8.74549637e+001, 1.03503174e+001, -2.32860891e+002, 1.90503687e-004, 4.28594181e-003
1.61197250e+005, 2.38389999e+002, 4.19480684e-003, -8.74568787e+001, 1.05776665e+001, -2.38155212e+002, 1.86128898e-004, 4.19067542e-003
1.57515891e+005, 2.45380707e+002, 4.07530002e-003, -8.78103180e+001, 9.37547126e+000, -2.45201533e+002, 1.55708486e-004, 4.07232429e-003
1.53918438e+005, 2.54203796e+002, 3.93385156e-003, -8.80318832e+001, 8.73021321e+000, -2.54053840e+002, 1.35101691e-004, 3.93153095e-003
1.50403266e+005, 2.62499786e+002, 3.80952691e-003, -8.78139420e+001, 1.00129636e+001, -2.62308746e+002, 1.45313087e-004, 3.80675444e-003
1.46968359e+005, 2.67606903e+002, 3.73682438e-003, -8.75959702e+001, 1.12250194e+001, -2.67371378e+002, 1.56744559e-004, 3.73353554e-003
1.43611844e+005, 2.74571106e+002, 3.64204382e-003, -8.79052963e+001, 1.00359397e+001, -2.74387631e+002, 1.33121554e-004, 3.63961012e-003
1.40332047e+005, 2.82622803e+002, 3.53828492e-003, -8.79509125e+001, 1.01053764e+001, -2.82442083e+002, 1.26513857e-004, 3.53602240e-003
1.37127156e+005, 2.91846313e+002, 3.42646096e-003, -8.78207092e+001, 1.10979314e+001, -2.91635229e+002, 1.30296759e-004, 3.42398269e-003
1.33995469e+005, 2.97524200e+002, 3.36107113e-003, -8.77783737e+001, 1.15335191e+001, -2.97300568e+002, 1.30291848e-004, 3.35854480e-003
1.30935250e+005, 3.04288300e+002, 3.28635705e-003, -8.60660629e+001, 2.08760702e+001, -3.03571341e+002, 2.25464537e-004, 3.27861380e-003
1.27944945e+005, 3.17260712e+002, 3.15198183e-003, -8.65070267e+001, 1.93294671e+001, -3.16671329e+002, 1.92038053e-004, 3.14612633e-003
1.25022945e+005, 3.16243500e+002, 3.16212033e-003, -8.62888031e+001, 2.04695950e+001, -3.15580333e+002, 2.04675582e-004, 3.15548933e-003
1.22167648e+005, 3.28668488e+002, 3.04257949e-003, -8.77843933e+001, 1.27063221e+001, -3.28422783e+002, 1.17626108e-004, 3.04030493e-003
1.19377555e+005, 3.40486389e+002, 2.93697496e-003, -8.74342499e+001, 1.52421532e+001, -3.40145054e+002, 1.31476099e-004, 2.93403067e-003
1.16651297e+005, 3.49347290e+002, 2.86248106e-003, -8.72159195e+001, 1.69685846e+001, -3.48934946e+002, 1.39037151e-004, 2.85910239e-003
1.13987148e+005, 3.56143890e+002, 2.80785387e-003, -8.72172775e+001, 1.72902794e+001, -3.55723934e+002, 1.36317312e-004, 2.80454291e-003
1.11383852e+005, 3.66587708e+002, 2.72786015e-003, -8.65154800e+001, 2.22807843e+001, -3.65909981e+002, 1.65796240e-004, 2.72281704e-003
1.08840047e+005, 3.72521515e+002, 2.68440871e-003, -8.68243866e+001, 2.06364020e+001, -3.71949483e+002, 1.48706947e-004, 2.68028662e-003
1.06354359e+005, 3.82216095e+002, 2.61632101e-003, -8.75287933e+001, 1.64801343e+001, -3.81860640e+002, 1.12808755e-004, 2.61388787e-003
1.03925469e+005, 3.97233002e+002, 2.51741420e-003, -8.69587326e+001, 2.10752793e+001, -3.96673531e+002, 1.33561933e-004, 2.51386863e-003
1.01552070e+005, 4.02368713e+002, 2.48528269e-003, -8.61689301e+001, 2.68842540e+001, -4.01469573e+002, 1.66054092e-004, 2.47972904e-003
9.92328516e+004, 4.14167908e+002, 2.41447969e-003, -8.72248001e+001, 2.00529492e+001, -4.13682167e+002, 1.16902922e-004, 2.41164796e-003
9.69665625e+004, 4.20871887e+002, 2.37601995e-003, -8.75775070e+001, 1.77893636e+001, -4.20495760e+002, 1.00429333e-004, 2.37389653e-003
9.47520156e+004, 4.34607208e+002, 2.30092824e-003, -8.76665268e+001, 1.76952640e+001, -4.34246823e+002, 9.36835190e-005, 2.29902026e-003
9.25880703e+004, 4.48790802e+002, 2.22820966e-003, -8.72721329e+001, 2.13589767e+001, -4.48282253e+002, 1.06045574e-004, 2.22568475e-003
9.04735313e+004, 4.53135498e+002, 2.20684542e-003, -8.69216537e+001, 2.43340256e+001, -4.52481640e+002, 1.18510762e-004, 2.20366103e-003
8.84072813e+004, 4.72453613e+002, 2.11660991e-003, -8.72303238e+001, 2.28294995e+001, -4.71901717e+002, 1.02277014e-004, 2.11413739e-003
8.63882266e+004, 4.80101105e+002, 2.08289460e-003, -8.65282211e+001, 2.90734342e+001, -4.79219998e+002, 1.26133639e-004, 2.07907196e-003
8.44153203e+004, 4.86308014e+002, 2.05630993e-003, -8.68368530e+001, 2.68341308e+001, -4.85567105e+002, 1.13465722e-004, 2.05317707e-003
8.24874609e+004, 5.03794189e+002, 1.98493754e-003, -8.74970093e+001, 2.20014659e+001, -5.03313541e+002, 8.66852705e-005, 1.98304380e-003
8.06036016e+004, 5.16905029e+002, 1.93459135e-003, -8.72342911e+001, 2.49416929e+001, -5.16302936e+002, 9.33478699e-005, 1.93233793e-003
7.87627734e+004, 5.33774414e+002, 1.87345061e-003, -8.73231201e+001, 2.49290654e+001, -5.33191961e+002, 8.74964619e-005, 1.87140630e-003
7.69639609e+004, 5.44159180e+002, 1.83769757e-003, -8.66648636e+001, 3.16571379e+001, -5.43237553e+002, 1.06910344e-004, 1.83458511e-003
7.52062813e+004, 5.60116394e+002, 1.78534321e-003, -8.74567719e+001, 2.48541177e+001, -5.59564695e+002, 7.92212669e-005, 1.78358469e-003
7.34887109e+004, 5.76541504e+002, 1.73448051e-003, -8.74136963e+001, 2.60159670e+001, -5.75954230e+002, 7.82670237e-005, 1.73271374e-003
7.18103672e+004, 5.83995300e+002, 1.71234255e-003, -8.68872070e+001, 3.17119752e+001, -5.83133657e+002, 9.29832214e-005, 1.70981611e-003
7.01703438e+004, 5.95357178e+002, 1.67966397e-003, -8.68001633e+001, 3.32320398e+001, -5.94428970e+002, 9.37565917e-005, 1.67704524e-003
6.85678125e+004, 6.12815674e+002, 1.63181205e-003, -8.70207138e+001, 3.18510482e+001, -6.11987386e+002, 8.48133075e-005, 1.62960648e-003
6.70018203e+004, 6.24738220e+002, 1.60067044e-003, -8.68896637e+001, 3.38976403e+001, -6.23817917e+002, 8.68506982e-005, 1.59831249e-003
6.54716484e+004, 6.49283691e+002, 1.54015881e-003, -8.69783401e+001, 3.42259965e+001, -6.48380978e+002, 8.11871156e-005, 1.53801750e-003
6.39764063e+004, 6.61915710e+002, 1.51076638e-003, -8.67593765e+001, 3.74176971e+001, -6.60857264e+002, 8.54027150e-005, 1.50835056e-003
6.25153164e+004, 6.76963989e+002, 1.47718345e-003, -8.66282806e+001, 3.98147197e+001, -6.75792151e+002, 8.68785428e-005, 1.47462641e-003
6.10876094e+004, 6.90134583e+002, 1.44899274e-003, -8.77276535e+001, 2.73635132e+001, -6.89591894e+002, 5.74518840e-005, 1.44785332e-003
5.96924414e+004, 7.17249390e+002, 1.39421520e-003, -8.74207382e+001, 3.22772321e+001, -7.16522761e+002, 6.27416463e-005, 1.39280275e-003
5.83292227e+004, 7.24192871e+002, 1.38084762e-003, -8.70259171e+001, 3.75741916e+001, -7.23217460e+002, 7.16442193e-005, 1.37898776e-003
5.69970625e+004, 7.47827271e+002, 1.33720719e-003, -8.72023773e+001, 3.65001981e+001, -7.46935983e+002, 6.52668459e-005, 1.33561345e-003
5.56953555e+004, 7.67288818e+002, 1.30329020e-003, -8.66756973e+001, 4.44931451e+001, -7.65997709e+002, 7.55745147e-005, 1.30109717e-003
5.44233906e+004, 7.79708679e+002, 1.28253029e-003, -8.65884628e+001, 4.63984203e+001, -7.78326931e+002, 7.63200169e-005, 1.28025748e-003
5.31804570e+004, 7.82216675e+002, 1.27841816e-003, -8.74680023e+001, 3.45562316e+001, -7.81453001e+002, 5.64770802e-005, 1.27717005e-003
5.19659531e+004, 8.34105713e+002, 1.19888880e-003, -8.71610031e+001, 4.13128972e+001, -8.33081980e+002, 5.93804468e-005, 1.19741736e-003
5.07791641e+004, 8.07744629e+002, 1.23801504e-003, -8.71616135e+001, 3.99986500e+001, -8.06753676e+002, 6.13051806e-005, 1.23649623e-003
4.96194375e+004, 8.34105713e+002, 1.19888880e-003, -8.69864197e+001, 4.38511488e+001, -8.32952230e+002, 6.30287630e-005, 1.19723086e-003
4.84862344e+004, 8.58565430e+002, 1.16473360e-003, -8.76022263e+001, 3.59196579e+001, -8.57813718e+002, 4.87287641e-005, 1.16371382e-003
4.73788984e+004, 8.86585022e+002, 1.12792341e-003, -8.74709625e+001, 3.91211838e+001, -8.85721477e+002, 4.97704088e-005, 1.12682480e-003
4.62968359e+004, 9.06741089e+002, 1.10285065e-003, -8.74275665e+001, 4.06966723e+001, -9.05827347e+002, 4.94985306e-005, 1.10173929e-003
4.52395078e+004, 9.30338318e+002, 1.07487780e-003, -8.77357330e+001, 3.67563906e+001, -9.29611937e+002, 4.24669471e-005, 1.07403856e-003
4.42063203e+004, 9.54549622e+002, 1.04761447e-003, -8.69012909e+001, 5.15994356e+001, -9.53153964e+002, 5.66301786e-005, 1.04608275e-003
4.31967383e+004, 9.57619995e+002, 1.04425556e-003, -8.75170364e+001, 4.14863261e+001, -9.56720931e+002, 4.52395801e-005, 1.04327515e-003
4.22102227e+004, 9.73120728e+002, 1.02762172e-003, -8.75614929e+001, 4.14034941e+001, -9.72239529e+002, 4.37223551e-005, 1.02669117e-003
4.12462344e+004, 1.00811102e+003, 9.91954236e-004, -8.72104187e+001, 4.90628939e+001, -1.00691642e+003, 4.82765731e-005, 9.90778774e-004
4.03042422e+004, 1.02114398e+003, 9.79293829e-004, -8.61122665e+001, 6.92352911e+001, -1.01879414e+003, 6.63977799e-005, 9.77040295e-004
3.93837695e+004, 1.01460699e+003, 9.85603298e-004, -8.60248413e+001, 7.03365754e+001, -1.01216605e+003, 6.83259243e-005, 9.83232134e-004
3.84843359e+004, 1.06126404e+003, 9.42272577e-004, -8.82225571e+001, 3.29174982e+001, -1.06075341e+003, 2.92267096e-005, 9.41819202e-004
3.76054063e+004, 1.08888306e+003, 9.18372266e-004, -8.72122726e+001, 5.29587273e+001, -1.08759445e+003, 4.46657941e-005, 9.17285444e-004
3.67465625e+004, 1.10650806e+003, 9.03743985e-004, -8.76082230e+001, 4.61770835e+001, -1.10554410e+003, 3.77152802e-005, 9.02956670e-004
3.59073867e+004, 1.13530396e+003, 8.80821383e-004, -8.75646973e+001, 4.82404890e+001, -1.13427859e+003, 3.74272053e-005, 8.80025859e-004
3.50872891e+004, 1.15739197e+003, 8.64011526e-004, -8.78727264e+001, 4.29616934e+001, -1.15659434e+003, 3.20715879e-005, 8.63416082e-004
3.42859609e+004, 1.19516394e+003, 8.36705297e-004, -8.63350601e+001, 7.63968596e+001, -1.19271973e+003, 5.34835891e-005, 8.34994168e-004
3.35029375e+004, 1.20286499e+003, 8.31348496e-004, -8.79174881e+001, 4.37105345e+001, -1.20207054e+003, 3.02101129e-005, 8.30799416e-004
3.27377910e+004, 1.24611597e+003, 8.02493529e-004, -8.64237366e+001, 7.77290383e+001, -1.24368935e+003, 5.00571792e-005, 8.00930798e-004
3.19901699e+004, 1.25818005e+003, 7.94798802e-004, -8.76106415e+001, 5.24536360e+001, -1.25708618e+003, 3.31352313e-005, 7.94107797e-004
3.12595371e+004, 1.29924097e+003, 7.69680164e-004, -8.77867966e+001, 5.01741936e+001, -1.29827179e+003, 2.97235713e-005, 7.69106016e-004
3.05456523e+004, 1.29924097e+003, 7.69680164e-004, -8.80068893e+001, 4.51867277e+001, -1.29845495e+003, 2.67689588e-005, 7.69214520e-004
2.98480391e+004, 1.35028699e+003, 7.40583305e-004, -8.82709122e+001, 4.07431480e+001, -1.34967216e+003, 2.23461349e-005, 7.40246096e-004
2.91664004e+004, 1.38988403e+003, 7.19484487e-004, -8.77878571e+001, 5.36489488e+001, -1.38884823e+003, 2.77718036e-005, 7.18948297e-004
2.85002598e+004, 1.42148206e+003, 7.03491118e-004, -8.52833176e+001, 1.16886607e+002, -1.41666819e+003, 5.78471527e-005, 7.01108736e-004
2.78493770e+004, 1.43524304e+003, 6.96746106e-004, -8.72611923e+001, 6.85802322e+001, -1.43360362e+003, 3.32926259e-005, 6.95950240e-004
2.72133359e+004, 1.44449097e+003, 6.92285395e-004, -8.82283096e+001, 4.46591868e+001, -1.44380044e+003, 2.14033203e-005, 6.91954454e-004
2.65918379e+004, 1.49643005e+003, 6.68257095e-004, -8.87559662e+001, 3.24886638e+001, -1.49607734e+003, 1.45083828e-005, 6.68099582e-004
2.59845254e+004, 1.51091699e+003, 6.61849728e-004, -8.73060913e+001, 7.10134840e+001, -1.50924724e+003, 3.11071060e-005, 6.61118303e-004
2.53911016e+004, 1.55522400e+003, 6.42994193e-004, -8.75700607e+001, 6.59379648e+001, -1.55382556e+003, 2.72614932e-005, 6.42416020e-004
2.48112090e+004, 1.57533105e+003, 6.34787207e-004, -8.84932098e+001, 4.14239889e+001, -1.57478633e+003, 1.66919951e-005, 6.34567707e-004
2.42446055e+004, 1.62674194e+003, 6.14725651e-004, -8.87571716e+001, 3.52836197e+001, -1.62635925e+003, 1.33332433e-005, 6.14581037e-004
2.36908789e+004, 1.65839099e+003, 6.02994110e-004, -8.75269928e+001, 7.15574448e+001, -1.65684647e+003, 2.60184227e-005, 6.02432518e-004
2.31498477e+004, 1.71802197e+003, 5.82064733e-004, -8.81864395e+001, 5.43707852e+001, -1.71716141e+003, 1.84207868e-005, 5.81773175e-004
2.26211543e+004, 1.73465295e+003, 5.76484188e-004, -8.79230270e+001, 6.28674277e+001, -1.73351336e+003, 2.08929849e-005, 5.76105461e-004
2.21045020e+004, 1.77408997e+003, 5.63669272e-004, -8.77035828e+001, 7.10865640e+001, -1.77266520e+003, 2.25858398e-005, 5.63216591e-004
2.15997090e+004, 1.83198804e+003, 5.45855093e-004, -8.80553970e+001, 6.21652328e+001, -1.83093300e+003, 1.85226149e-005, 5.45540736e-004
2.11064219e+004, 1.89786096e+003, 5.26908989e-004, -8.83193130e+001, 5.56629610e+001, -1.89704451e+003, 1.54538794e-005, 5.26682314e-004
2.06243398e+004, 1.95979797e+003, 5.10256676e-004, -8.05412369e+001, 3.22068720e+002, -1.93315282e+003, 8.38544159e-005, 5.03319295e-004
2.01533438e+004, 1.89177600e+003, 5.28603809e-004, -8.83198013e+001, 5.54683782e+001, -1.89096264e+003, 1.54990845e-005, 5.28376537e-004
