Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/10/2021
Graph title  : Title
Points       : 300
Pen legend   : 1:59:58 PM
Resonance    : F1:3.00788156e+005 F2:2.55874281e+005 Fr:2.74237563e+005 Zr:9.54785080e+001 Q:6.10585398e+000
Capacitance  : 4.02450842e-009 F at 1.75447461e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
7.75589750e+005, 6.42862167e+001, 1.55554340e-002, -8.65287170e+001, 3.89241855e+000, -6.41682689e+001, 9.41854458e-004, 1.55268940e-002
7.57876750e+005, 6.72466965e+001, 1.48706190e-002, -8.72847977e+001, 3.18557589e+000, -6.71712014e+001, 7.04443307e-004, 1.48539243e-002
7.40568375e+005, 7.07974091e+001, 1.41248107e-002, -8.74693832e+001, 3.12593470e+000, -7.07283653e+001, 6.23656097e-004, 1.41110358e-002
7.23655313e+005, 7.35829391e+001, 1.35901068e-002, -8.74340363e+001, 3.29427485e+000, -7.35091606e+001, 6.08422924e-004, 1.35764805e-002
7.07128375e+005, 7.67244110e+001, 1.30336615e-002, -8.72666702e+001, 3.65879621e+000, -7.66371219e+001, 6.21542878e-004, 1.30188331e-002
6.90978938e+005, 7.97431412e+001, 1.25402635e-002, -8.70551605e+001, 4.09676551e+000, -7.96378370e+001, 6.44250001e-004, 1.25237035e-002
6.75198375e+005, 8.31476135e+001, 1.20268034e-002, -8.67995071e+001, 4.64213904e+000, -8.30179269e+001, 6.71457559e-004, 1.20080450e-002
6.59778188e+005, 8.64190598e+001, 1.15715214e-002, -8.60603027e+001, 5.93755267e+000, -8.62148442e+001, 7.95038942e-004, 1.15441769e-002
6.44710188e+005, 9.01085434e+001, 1.10977268e-002, -8.54966736e+001, 7.07505012e+000, -8.98303582e+001, 8.71359924e-004, 1.10634657e-002
6.29986188e+005, 9.48663788e+001, 1.05411423e-002, -8.47571030e+001, 8.66871589e+000, -9.44694828e+001, 9.63230272e-004, 1.04970410e-002
6.15598563e+005, 1.00843697e+002, 9.91633621e-003, -8.25671463e+001, 1.30455646e+001, -9.99963219e+001, 1.28281895e-003, 9.83301070e-003
6.01539500e+005, 1.05827499e+002, 9.44933978e-003, -7.91905212e+001, 1.98472932e+001, -1.03949721e+002, 1.77216525e-003, 9.28167294e-003
5.87801563e+005, 1.06510300e+002, 9.38876337e-003, -7.40998611e+001, 2.91797267e+001, -1.02435284e+002, 2.57216016e-003, 9.02955534e-003
5.74377313e+005, 1.04811401e+002, 9.54094676e-003, -6.79982986e+001, 3.92659277e+001, -9.71782732e+001, 3.57436424e-003, 8.84610566e-003
5.61259688e+005, 9.03987885e+001, 1.10620952e-002, -6.46211929e+001, 3.87450087e+001, -8.16747529e+001, 4.74122474e-003, 9.99453537e-003
5.48441563e+005, 7.82192230e+001, 1.27845811e-002, -6.80115128e+001, 2.92868635e+001, -7.25294869e+001, 4.78680646e-003, 1.18546193e-002
5.35916250e+005, 7.59877472e+001, 1.31600164e-002, -7.68508911e+001, 1.72861510e+001, -7.39954506e+001, 2.99371989e-003, 1.28149785e-002
5.23677000e+005, 8.10357437e+001, 1.23402335e-002, -8.23063431e+001, 1.08487797e+001, -8.03062621e+001, 1.65206697e-003, 1.22291471e-002
5.11717250e+005, 8.69766769e+001, 1.14973351e-002, -8.46415329e+001, 8.12245787e+000, -8.65965820e+001, 1.07369726e-003, 1.14470908e-002
5.00030563e+005, 9.21600037e+001, 1.08506940e-002, -8.61416168e+001, 6.20150233e+000, -9.19511155e+001, 7.30149757e-004, 1.08261000e-002
4.88610875e+005, 9.79667664e+001, 1.02075432e-002, -8.71142426e+001, 4.93210525e+000, -9.78425350e+001, 5.13895470e-004, 1.01945990e-002
4.77451969e+005, 1.03471802e+002, 9.66446880e-003, -8.74275436e+001, 4.64409907e+000, -1.03367529e+002, 4.33767943e-004, 9.65472955e-003
4.66547844e+005, 1.09286102e+002, 9.15029431e-003, -8.73891525e+001, 4.97821327e+000, -1.09172659e+002, 4.16815273e-004, 9.14079597e-003
4.55892875e+005, 1.15056503e+002, 8.69138181e-003, -8.70430069e+001, 5.93534600e+000, -1.14903310e+002, 4.48356736e-004, 8.67980956e-003
4.45481188e+005, 1.20355003e+002, 8.30875304e-003, -8.59936295e+001, 8.40888989e+000, -1.20060890e+002, 5.80510884e-004, 8.28844884e-003
4.35307250e+005, 1.23889397e+002, 8.07171580e-003, -8.45046768e+001, 1.18642064e+001, -1.23320003e+002, 7.72983844e-004, 8.03461834e-003
4.25365688e+005, 1.23889397e+002, 8.07171580e-003, -8.37626724e+001, 1.34602127e+001, -1.23156020e+002, 8.76967797e-004, 8.02393441e-003
4.15651156e+005, 1.25493301e+002, 7.96855281e-003, -8.55693665e+001, 9.69462077e+000, -1.25118276e+002, 6.15587420e-004, 7.94473952e-003
4.06158438e+005, 1.30850998e+002, 7.64228027e-003, -8.63652267e+001, 8.29545841e+000, -1.30587783e+002, 4.84491667e-004, 7.62690734e-003
3.96882656e+005, 1.38203903e+002, 7.23568566e-003, -8.63699570e+001, 8.75021788e+000, -1.37926620e+002, 4.58118942e-004, 7.22116846e-003
3.87818688e+005, 1.44568298e+002, 6.91714582e-003, -8.62427368e+001, 9.47350620e+000, -1.44257567e+002, 4.53277963e-004, 6.90227827e-003
3.78961563e+005, 1.50740402e+002, 6.63392153e-003, -8.58078003e+001, 1.10194884e+001, -1.50337087e+002, 4.84955726e-004, 6.61617207e-003
3.70306844e+005, 1.58190094e+002, 6.32150835e-003, -8.52848663e+001, 1.30035025e+001, -1.57654733e+002, 5.19639048e-004, 6.30011453e-003
3.61849781e+005, 1.66542801e+002, 6.00446248e-003, -8.49376068e+001, 1.46958223e+001, -1.65893150e+002, 5.29836853e-004, 5.98104026e-003
3.53585906e+005, 1.74212296e+002, 5.74012297e-003, -8.41947632e+001, 1.76210909e+001, -1.73318842e+002, 5.80597530e-004, 5.71068457e-003
3.45510656e+005, 1.81066696e+002, 5.52282679e-003, -8.20016022e+001, 2.51945996e+001, -1.79305272e+002, 7.68475997e-004, 5.46910051e-003
3.37619844e+005, 1.96225204e+002, 5.09618529e-003, -8.24890213e+001, 2.56498062e+001, -1.94541559e+002, 6.66153797e-004, 5.05245916e-003
3.29909250e+005, 2.07251602e+002, 4.82505317e-003, -7.90212708e+001, 3.94699399e+001, -2.03458474e+002, 9.18905120e-004, 4.73674482e-003
3.22374750e+005, 2.20309998e+002, 4.53905865e-003, -7.22575302e+001, 6.71370761e+001, -2.09831142e+002, 1.38322877e-003, 4.32316222e-003
3.15012406e+005, 2.28242905e+002, 4.38129720e-003, -7.05034714e+001, 7.61760117e+001, -2.15155848e+002, 1.46225683e-003, 4.13008113e-003
3.07818188e+005, 2.70657196e+002, 3.69471056e-003, -6.37835007e+001, 1.19566664e+002, -2.42815013e+002, 1.63219091e-003, 3.31464009e-003
3.00788156e+005, 2.33439194e+002, 4.28377079e-003, -6.15898209e+001, 1.11065812e+002, -2.05324725e+002, 2.03813452e-003, 3.76785083e-003
2.93918781e+005, 1.98127502e+002, 5.04725486e-003, -3.21060219e+001, 1.67827084e+002, -1.05302313e+002, 4.27535832e-003, 2.68255343e-003
2.87206281e+005, 1.82822006e+002, 5.46980104e-003, -2.97803402e+001, 1.58677788e+002, -9.08033351e+001, 4.74743684e-003, 2.71671987e-003
2.80646969e+005, 1.55666901e+002, 6.42397321e-003, -3.57163010e+001, 1.26388677e+002, -9.08740137e+001, 5.21573610e-003, 3.75013717e-003
2.74237563e+005, 9.54785080e+001, 1.04735612e-002, -4.42010117e+001, 6.84483799e+001, -6.65654924e+001, 7.50847822e-003, 7.30193397e-003
2.67974563e+005, 1.23095100e+002, 8.12380019e-003, -5.36085014e+001, 7.30322556e+001, -9.90893203e+001, 4.81984620e-003, 6.53951161e-003
2.61854469e+005, 1.14318901e+002, 8.74745988e-003, -6.12141609e+001, 5.50487894e+001, -1.00192025e+002, 4.21222625e-003, 7.66649883e-003
2.55874281e+005, 1.12495399e+002, 8.88925240e-003, -7.12806931e+001, 3.61033908e+001, -1.06544639e+002, 2.85284692e-003, 8.41903039e-003
2.50030578e+005, 1.30850998e+002, 7.64228027e-003, -7.29096375e+001, 3.84544326e+001, -1.25072940e+002, 2.24590990e-003, 7.30481598e-003
2.44320391e+005, 1.23095100e+002, 8.12380019e-003, -7.95922394e+001, 2.22374212e+001, -1.21069818e+002, 1.46758373e-003, 7.99013939e-003
2.38740563e+005, 1.37760101e+002, 7.25899582e-003, -7.88040695e+001, 2.67481456e+001, -1.35138382e+002, 1.40944058e-003, 7.12084950e-003
2.33288281e+005, 1.42262405e+002, 7.02926397e-003, -7.92462997e+001, 2.65443843e+001, -1.39764043e+002, 1.31157268e-003, 6.90581849e-003
2.27960344e+005, 1.55167007e+002, 6.44466898e-003, -8.16220627e+001, 2.26081561e+001, -1.53511144e+002, 9.39001689e-004, 6.37589477e-003
2.22754188e+005, 1.56168304e+002, 6.40334800e-003, -8.18444366e+001, 2.21542316e+001, -1.54588904e+002, 9.08386979e-004, 6.33858807e-003
2.17666984e+005, 1.62835495e+002, 6.14116719e-003, -8.33851166e+001, 1.87578658e+001, -1.61751479e+002, 7.07432921e-004, 6.10028468e-003
2.12695891e+005, 1.69787506e+002, 5.88971487e-003, -8.51894073e+001, 1.42387317e+001, -1.69189408e+002, 4.93923682e-004, 5.86896760e-003
2.07838297e+005, 1.79328201e+002, 5.57636776e-003, -8.53676682e+001, 1.44827950e+001, -1.78742419e+002, 4.50355217e-004, 5.55815235e-003
2.03091688e+005, 1.85188995e+002, 5.39988890e-003, -8.44032974e+001, 1.80606722e+001, -1.84306202e+002, 5.26627531e-004, 5.37414770e-003
1.98453484e+005, 1.91857300e+002, 5.21220720e-003, -8.60755768e+001, 1.31308216e+001, -1.91407432e+002, 3.56726395e-004, 5.19998560e-003
1.93921156e+005, 1.98765701e+002, 5.03104909e-003, -8.51550369e+001, 1.67877151e+001, -1.98055489e+002, 4.24921495e-004, 5.01307257e-003
1.89492344e+005, 2.00692596e+002, 4.98274484e-003, -8.43223267e+001, 1.98549190e+001, -1.99708038e+002, 4.92952889e-004, 4.95830048e-003
1.85164750e+005, 2.02638199e+002, 4.93490371e-003, -8.58186798e+001, 1.47749680e+001, -2.02098837e+002, 3.59818855e-004, 4.92176849e-003
1.80935984e+005, 2.10610992e+002, 4.74809025e-003, -8.68315811e+001, 1.16407142e+001, -2.10289048e+002, 2.62432463e-004, 4.74083223e-003
1.76803766e+005, 2.18897507e+002, 4.56834806e-003, -8.70973587e+001, 1.10847465e+001, -2.18616666e+002, 2.31336487e-004, 4.56248698e-003
1.72765844e+005, 2.26779602e+002, 4.40956766e-003, -8.67918015e+001, 1.26915782e+001, -2.26424185e+002, 2.46778689e-004, 4.40265684e-003
1.68820266e+005, 2.32689697e+002, 4.29756887e-003, -8.67938080e+001, 1.30141968e+001, -2.32325474e+002, 2.40360480e-004, 4.29084200e-003
1.64964797e+005, 2.35702301e+002, 4.24263996e-003, -8.71473389e+001, 1.17303760e+001, -2.35410223e+002, 2.11146695e-004, 4.23738255e-003
1.61197250e+005, 2.46556702e+002, 4.05586217e-003, -8.70174332e+001, 1.28288641e+001, -2.46222719e+002, 2.11035045e-004, 4.05036815e-003
1.57515891e+005, 2.53797104e+002, 3.94015528e-003, -8.74148102e+001, 1.14474591e+001, -2.53538805e+002, 1.77719783e-004, 3.93614524e-003
1.53918438e+005, 2.62091614e+002, 3.81545974e-003, -8.76803131e+001, 1.06081880e+001, -2.61876842e+002, 1.54431169e-004, 3.81233315e-003
1.50403266e+005, 2.69788208e+002, 3.70661122e-003, -8.69350433e+001, 1.44250565e+001, -2.69402292e+002, 1.98185372e-004, 3.70130914e-003
1.46968359e+005, 2.75044403e+002, 3.63577658e-003, -8.74641266e+001, 1.21693099e+001, -2.74775056e+002, 1.60864542e-004, 3.63221612e-003
1.43611844e+005, 2.80403015e+002, 3.56629546e-003, -8.65869370e+001, 1.66935030e+001, -2.79905659e+002, 2.12315705e-004, 3.55996985e-003
1.40332047e+005, 2.88637390e+002, 3.46455461e-003, -8.74675064e+001, 1.27537204e+001, -2.88355485e+002, 1.53084674e-004, 3.46117086e-003
1.37127156e+005, 2.97113495e+002, 3.36571720e-003, -8.71175766e+001, 1.49408159e+001, -2.96737596e+002, 1.69250343e-004, 3.36145900e-003
1.33995469e+005, 3.02902100e+002, 3.30139673e-003, -8.76465302e+001, 1.24384469e+001, -3.02646604e+002, 1.35569374e-004, 3.29861202e-003
1.30935250e+005, 3.14819794e+002, 3.17642035e-003, -8.73844070e+001, 1.43667555e+001, -3.14491810e+002, 1.44955481e-004, 3.17311112e-003
1.27944945e+005, 3.20953400e+002, 3.11571711e-003, -8.78693390e+001, 1.19325594e+001, -3.20731506e+002, 1.15837625e-004, 3.11356304e-003
1.25022945e+005, 3.30378510e+002, 3.02683126e-003, -8.72116470e+001, 1.60718349e+001, -3.29987357e+002, 1.47245450e-004, 3.02324763e-003
1.22167648e+005, 3.38988495e+002, 2.94995262e-003, -8.75207214e+001, 1.46639885e+001, -3.38671178e+002, 1.27609261e-004, 2.94719127e-003
1.19377555e+005, 3.46706085e+002, 2.88428742e-003, -8.66871796e+001, 2.00352478e+001, -3.46126709e+002, 1.66675509e-004, 2.87946752e-003
1.16651297e+005, 3.60347290e+002, 2.77510065e-003, -8.71280289e+001, 1.80549720e+001, -3.59894689e+002, 1.39044655e-004, 2.77161509e-003
1.13987148e+005, 3.72124115e+002, 2.68727545e-003, -8.66020432e+001, 2.20560853e+001, -3.71469899e+002, 1.59276903e-004, 2.68255107e-003
1.11383852e+005, 3.76941803e+002, 2.65292942e-003, -8.71307068e+001, 1.88688339e+001, -3.76469242e+002, 1.32799504e-004, 2.64960352e-003
1.08840047e+005, 3.88011108e+002, 2.57724580e-003, -8.68683395e+001, 2.11972701e+001, -3.87431666e+002, 1.40796421e-004, 2.57339703e-003
1.06354359e+005, 4.00691986e+002, 2.49568256e-003, -8.67377701e+001, 2.28017362e+001, -4.00042683e+002, 1.42019050e-004, 2.49163842e-003
1.03925469e+005, 4.04576385e+002, 2.47172113e-003, -8.67829514e+001, 2.27042577e+001, -4.03938818e+002, 1.38709513e-004, 2.46782597e-003
1.01552070e+005, 4.11134399e+002, 2.43229465e-003, -8.74872894e+001, 1.80245500e+001, -4.10739102e+002, 1.06634270e-004, 2.42995605e-003
9.92328516e+004, 4.21848999e+002, 2.37051647e-003, -8.65216827e+001, 2.55939187e+001, -4.21071881e+002, 1.43821144e-004, 2.36614958e-003
9.69665625e+004, 4.34237000e+002, 2.30288990e-003, -8.67425537e+001, 2.46744494e+001, -4.33535400e+002, 1.30856054e-004, 2.29916911e-003
9.47520156e+004, 4.46988892e+002, 2.23719206e-003, -8.63921204e+001, 2.81280156e+001, -4.46102997e+002, 1.40781515e-004, 2.23275813e-003
9.25880703e+004, 4.60115112e+002, 2.17336917e-003, -8.63932266e+001, 2.89451532e+001, -4.59203762e+002, 1.36723402e-004, 2.16906438e-003
9.04735313e+004, 4.70590393e+002, 2.12499026e-003, -8.65261383e+001, 2.85145706e+001, -4.69725704e+002, 1.28759927e-004, 2.12108568e-003
8.84072813e+004, 4.75152496e+002, 2.10458749e-003, -8.68787537e+001, 2.58716187e+001, -4.74447631e+002, 1.14592864e-004, 2.10146544e-003
8.63882266e+004, 4.93847412e+002, 2.02491696e-003, -8.62645493e+001, 3.21740297e+001, -4.92798233e+002, 1.31922810e-004, 2.02061502e-003
8.44153203e+004, 5.08349792e+002, 1.96714942e-003, -8.63973923e+001, 3.19426386e+001, -5.07345227e+002, 1.23607689e-004, 1.96326208e-003
8.24874609e+004, 5.21597778e+002, 1.91718608e-003, -8.64423218e+001, 3.23668664e+001, -5.20592574e+002, 1.18967734e-004, 1.91349135e-003
8.06036016e+004, 5.23278015e+002, 1.91103003e-003, -8.72782364e+001, 2.48483130e+001, -5.22687710e+002, 9.07469279e-005, 1.90887421e-003
7.87627734e+004, 5.50907715e+002, 1.81518605e-003, -8.64881592e+001, 3.37457496e+001, -5.49873199e+002, 1.11188884e-004, 1.81177742e-003
7.69639609e+004, 5.61640930e+002, 1.78049702e-003, -8.67527466e+001, 3.18141099e+001, -5.60739152e+002, 1.00856125e-004, 1.77763823e-003
7.52062813e+004, 5.72583191e+002, 1.74647111e-003, -8.68854828e+001, 3.11094832e+001, -5.71737449e+002, 9.48889428e-005, 1.74389146e-003
7.34887109e+004, 5.95111511e+002, 1.68035735e-003, -8.61832428e+001, 3.96140280e+001, -5.93791579e+002, 1.11854202e-004, 1.67663039e-003
7.18103672e+004, 5.97028381e+002, 1.67496225e-003, -8.65356522e+001, 3.60768972e+001, -5.95937367e+002, 1.01213682e-004, 1.67190141e-003
7.01703438e+004, 6.12587585e+002, 1.63241963e-003, -8.63167572e+001, 3.93529002e+001, -6.11322255e+002, 1.04867366e-004, 1.62904779e-003
6.85678125e+004, 6.26534119e+002, 1.59608227e-003, -8.64494171e+001, 3.88010743e+001, -6.25331495e+002, 9.88449073e-005, 1.59301861e-003
6.70018203e+004, 6.44932983e+002, 1.55054870e-003, -8.73730621e+001, 2.95589900e+001, -6.44255244e+002, 7.10657615e-005, 1.54891928e-003
6.54716484e+004, 6.51185181e+002, 1.53566148e-003, -8.46052933e+001, 6.12220460e+001, -6.48300857e+002, 1.44377269e-004, 1.52885951e-003
6.39764063e+004, 6.66010376e+002, 1.50147811e-003, -8.62320328e+001, 4.37675657e+001, -6.64570704e+002, 9.86711982e-005, 1.49823246e-003
6.25153164e+004, 6.85568481e+002, 1.45864349e-003, -8.61009369e+001, 4.66179552e+001, -6.83981658e+002, 9.91862645e-005, 1.45526730e-003
6.10876094e+004, 7.07974121e+002, 1.41248101e-003, -8.66290131e+001, 4.16295041e+001, -7.06749135e+002, 8.30551317e-005, 1.41003704e-003
5.96924414e+004, 7.12542297e+002, 1.40342546e-003, -8.57947617e+001, 5.22502832e+001, -7.10623975e+002, 1.02912315e-004, 1.39964712e-003
5.83292227e+004, 7.40577393e+002, 1.35029777e-003, -8.62788467e+001, 4.80640122e+001, -7.39016052e+002, 8.76353086e-005, 1.34745097e-003
5.69970625e+004, 7.59877625e+002, 1.31600138e-003, -8.68068771e+001, 4.23264474e+001, -7.58697882e+002, 7.33034653e-005, 1.31395823e-003
5.56953555e+004, 7.64780701e+002, 1.30756438e-003, -8.52255096e+001, 6.36558863e+001, -7.62126924e+002, 1.08834035e-004, 1.30302715e-003
5.44233906e+004, 7.74682129e+002, 1.29085203e-003, -8.62808533e+001, 5.02503617e+001, -7.73050646e+002, 8.37321259e-005, 1.28813349e-003
5.31804570e+004, 8.20848816e+002, 1.21825113e-003, -8.57541428e+001, 6.07726781e+001, -8.18596030e+002, 9.01949087e-005, 1.21490769e-003
5.19659531e+004, 8.28806519e+002, 1.20655422e-003, -8.73367767e+001, 3.85107257e+001, -8.27911329e+002, 5.60628777e-005, 1.20525102e-003
5.07791641e+004, 8.64190613e+002, 1.15715212e-003, -8.46127930e+001, 8.11354193e+001, -8.60373442e+002, 1.08640410e-004, 1.15204092e-003
4.96194375e+004, 8.55893188e+002, 1.16837009e-003, -8.69424667e+001, 4.56522287e+001, -8.54674806e+002, 6.23193398e-005, 1.16670689e-003
4.84862344e+004, 8.69766785e+002, 1.14973349e-003, -8.63717728e+001, 5.50407538e+001, -8.68023488e+002, 7.27576622e-005, 1.14742905e-003
4.73788984e+004, 8.83865295e+002, 1.13139412e-003, -8.72512436e+001, 4.23870407e+001, -8.82848344e+002, 5.42576442e-005, 1.13009237e-003
4.62968359e+004, 9.12751526e+002, 1.09558842e-003, -8.67244415e+001, 5.21529281e+001, -9.11260347e+002, 6.25998887e-005, 1.09379853e-003
4.52395078e+004, 9.27546814e+002, 1.07811270e-003, -8.74720535e+001, 4.09110067e+001, -9.26644150e+002, 4.75519674e-005, 1.07706351e-003
4.42063203e+004, 9.51719482e+002, 1.05072978e-003, -8.72528534e+001, 4.56143775e+001, -9.50625742e+002, 5.03597810e-005, 1.04952225e-003
4.31967383e+004, 9.89164978e+002, 1.01095371e-003, -8.69018021e+001, 5.34618022e+001, -9.87719186e+002, 5.46394264e-005, 1.00947607e-003
4.22102227e+004, 9.98754395e+002, 1.00124716e-003, -8.70780869e+001, 5.09114085e+001, -9.97455948e+002, 5.10384769e-005, 9.99945472e-004
4.12462344e+004, 1.04139404e+003, 9.60251316e-004, -8.64194031e+001, 6.50376996e+001, -1.03936117e+003, 5.99701305e-005, 9.58376843e-004
4.03042422e+004, 1.02478296e+003, 9.75816383e-004, -8.73427429e+001, 4.75102304e+001, -1.02368105e+003, 4.52400781e-005, 9.74767125e-004
3.93837695e+004, 1.06168298e+003, 9.41900752e-004, -8.59369507e+001, 7.52246654e+001, -1.05901464e+003, 6.67375949e-005, 9.39533458e-004
3.84843359e+004, 1.09286096e+003, 9.15029482e-004, -8.71678772e+001, 5.39979775e+001, -1.09152613e+003, 4.52113701e-005, 9.13911859e-004
3.76054063e+004, 1.12495398e+003, 8.88925252e-004, -8.72562180e+001, 5.38512426e+001, -1.12366432e+003, 4.25526113e-005, 8.87906177e-004
3.67465625e+004, 1.15798901e+003, 8.63566051e-004, -8.65535278e+001, 6.96136892e+001, -1.15589467e+003, 5.19141529e-005, 8.62004203e-004
3.59073867e+004, 1.15056494e+003, 8.69138250e-004, -8.70812988e+001, 5.85855201e+001, -1.14907242e+003, 4.42555779e-005, 8.68010796e-004
3.50872891e+004, 1.17298096e+003, 8.52528759e-004, -8.67301636e+001, 6.69050019e+001, -1.17107132e+003, 4.86269090e-005, 8.51140828e-004
3.42859609e+004, 1.18816797e+003, 8.41631845e-004, -8.57198334e+001, 8.86771805e+001, -1.18485420e+003, 6.28139632e-005, 8.39284558e-004
3.35029375e+004, 1.20355005e+003, 8.30875293e-004, -8.72143631e+001, 5.84917912e+001, -1.20212788e+003, 4.03800276e-005, 8.29893491e-004
3.27377910e+004, 1.25090405e+003, 7.99421824e-004, -8.80057678e+001, 4.35300730e+001, -1.25014642e+003, 2.78189924e-005, 7.98937643e-004
3.19901699e+004, 1.28350403e+003, 7.79117150e-004, -8.80500870e+001, 4.36722942e+001, -1.28276082e+003, 2.65101103e-005, 7.78666005e-004
3.12595371e+004, 1.29178601e+003, 7.74122023e-004, -8.76989136e+001, 5.18661629e+001, -1.29074436e+003, 3.10815713e-005, 7.73497797e-004
3.05456523e+004, 1.35562695e+003, 7.37666065e-004, -8.79189987e+001, 4.92259858e+001, -1.35473290e+003, 2.67863804e-005, 7.37179566e-004
2.98480391e+004, 1.34693604e+003, 7.42425753e-004, -8.70404434e+001, 6.95437080e+001, -1.34513953e+003, 3.83322136e-005, 7.41435527e-004
2.91664004e+004, 1.39543701e+003, 7.16621382e-004, -8.76999664e+001, 5.60022056e+001, -1.39431281e+003, 2.87597202e-005, 7.16044052e-004
2.85002598e+004, 1.40896399e+003, 7.09741347e-004, -8.76563568e+001, 5.76166017e+001, -1.40778544e+003, 2.90233709e-005, 7.09147674e-004
2.78493770e+004, 1.45033997e+003, 6.89493514e-004, -8.77006531e+001, 5.81882245e+001, -1.44917223e+003, 2.76627579e-005, 6.88938370e-004
2.72133359e+004, 1.48813696e+003, 6.71981158e-004, -8.79646378e+001, 5.28531212e+001, -1.48719809e+003, 2.38662855e-005, 6.71557203e-004
2.65918379e+004, 1.55167004e+003, 6.44466911e-004, -8.38340988e+001, 1.66661281e+002, -1.54269373e+003, 6.92206964e-005, 6.40738710e-004
2.59845254e+004, 1.56168298e+003, 6.40334825e-004, -8.83607788e+001, 4.46733538e+001, -1.56104389e+003, 1.83173566e-005, 6.40072779e-004
2.53911016e+004, 1.55666797e+003, 6.42397750e-004, -8.71745529e+001, 7.67334103e+001, -1.55477559e+003, 3.16659500e-005, 6.41616814e-004
2.48112090e+004, 1.59210901e+003, 6.28097696e-004, -8.80098114e+001, 5.52913336e+001, -1.59114863e+003, 2.18128024e-005, 6.27718820e-004
2.42446055e+004, 1.66542700e+003, 6.00446611e-004, -8.81858826e+001, 5.27224762e+001, -1.66459227e+003, 1.90083577e-005, 6.00145662e-004
2.36908789e+004, 1.70334399e+003, 5.87080474e-004, -8.76148834e+001, 7.08865603e+001, -1.70186834e+003, 2.44320088e-005, 5.86571871e-004
2.31498477e+004, 1.71433398e+003, 5.83316909e-004, -8.78788223e+001, 6.34527776e+001, -1.71315929e+003, 2.15903543e-005, 5.82917209e-004
2.26211543e+004, 1.78178503e+003, 5.61234931e-004, -8.71759567e+001, 8.77865865e+001, -1.77962115e+003, 2.76514270e-005, 5.60553339e-004
2.21045020e+004, 1.79905896e+003, 5.55846152e-004, -8.75277863e+001, 7.76021963e+001, -1.79738450e+003, 2.39763583e-005, 5.55328802e-004
2.15997090e+004, 1.90015198e+003, 5.26273694e-004, -8.57702408e+001, 1.40147968e+002, -1.89497654e+003, 3.88159419e-005, 5.24840284e-004
2.11064219e+004, 1.86984302e+003, 5.34804254e-004, -8.80117035e+001, 6.48748691e+001, -1.86871725e+003, 1.85552240e-005, 5.34482267e-004
2.06243398e+004, 1.93717200e+003, 5.16216423e-004, -8.81437836e+001, 6.27477546e+001, -1.93615549e+003, 1.67209837e-005, 5.15945544e-004
2.01533438e+004, 1.96225195e+003, 5.09618553e-004, -8.70453873e+001, 1.01144018e+002, -1.95964349e+003, 2.62682212e-005, 5.08941106e-004
