Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/19/2021
Graph title  : Title
Points       : 300
Pen legend   : 1:04:03 PM
Resonance    : F1:1.98453484e+005 F2:1.85164750e+005 Fr:1.89492344e+005 Zr:4.99912682e+001 Q:1.42596231e+001
Capacitance  : 3.94951975e-009 F at 2.42446055e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
6.44710188e+005, 1.05868896e+002, 9.44564488e-003, -8.76060486e+001, 4.42216269e+000, -1.05776499e+002, 3.94546272e-004, 9.43740115e-003
6.29986188e+005, 1.11466904e+002, 8.97127279e-003, -8.73498688e+001, 5.15389800e+000, -1.11347689e+002, 4.14804963e-004, 8.96167799e-003
6.15598563e+005, 1.18119301e+002, 8.46601692e-003, -8.68737869e+001, 6.44171194e+000, -1.17943519e+002, 4.61699670e-004, 8.45341801e-003
6.01539500e+005, 1.25977402e+002, 7.93793162e-003, -8.56504822e+001, 9.55419103e+000, -1.25614582e+002, 6.02016822e-004, 7.91507006e-003
5.87801563e+005, 1.36539398e+002, 7.32389342e-003, -8.33283768e+001, 1.58629885e+001, -1.35614796e+002, 8.50881421e-004, 7.27429829e-003
5.74377313e+005, 1.46092697e+002, 6.84496912e-003, -7.85012283e+001, 2.91231301e+001, -1.43160467e+002, 1.36452355e-003, 6.70758359e-003
5.61259688e+005, 1.55310898e+002, 6.43869821e-003, -6.94112167e+001, 5.46163803e+001, -1.45390942e+002, 2.26422225e-003, 6.02744824e-003
5.48441563e+005, 1.38755707e+002, 7.20691079e-003, -5.20593605e+001, 8.53132161e+001, -1.09429435e+002, 4.43113117e-003, 5.68371706e-003
5.35916250e+005, 8.83988495e+001, 1.13123644e-002, -5.48782310e+001, 5.08572776e+001, -7.23041762e+001, 6.50818491e-003, 9.25273571e-003
5.23677000e+005, 8.64283905e+001, 1.15702722e-002, -7.03971634e+001, 2.89965702e+001, -8.14190739e+001, 3.88180558e-003, 1.08996689e-002
5.11717250e+005, 8.89700470e+001, 1.12397378e-002, -8.03348923e+001, 1.49370984e+001, -8.77071967e+001, 1.88702912e-003, 1.10801998e-002
5.00030563e+005, 1.00552002e+002, 9.94510284e-003, -8.47353668e+001, 9.22624360e+000, -1.00127826e+002, 9.12522273e-004, 9.90314968e-003
4.88610875e+005, 1.08982201e+002, 9.17581031e-003, -8.60595627e+001, 7.48919183e+000, -1.08724570e+002, 6.30556212e-004, 9.15411895e-003
4.77451969e+005, 1.15486298e+002, 8.65903593e-003, -8.68123093e+001, 6.42184672e+000, -1.15307610e+002, 4.81503024e-004, 8.64563809e-003
4.66547844e+005, 1.21592903e+002, 8.22416419e-003, -8.73012619e+001, 5.72513507e+000, -1.21458046e+002, 3.87230254e-004, 8.21504287e-003
4.55892875e+005, 1.28022400e+002, 7.81113306e-003, -8.72188034e+001, 6.21190002e+000, -1.27871604e+002, 3.79011624e-004, 7.80193244e-003
4.45481188e+005, 1.32638702e+002, 7.53927762e-003, -8.70043716e+001, 6.93166690e+000, -1.32457455e+002, 3.94000847e-004, 7.52897538e-003
4.35307250e+005, 1.37421600e+002, 7.27687640e-003, -8.72732315e+001, 6.53757501e+000, -1.37266006e+002, 3.46183752e-004, 7.26863721e-003
4.25365688e+005, 1.42836197e+002, 7.00102650e-003, -8.71904068e+001, 7.00140217e+000, -1.42664500e+002, 3.43169331e-004, 6.99261088e-003
4.15651156e+005, 1.47036697e+002, 6.80102327e-003, -8.78984833e+001, 5.39185962e+000, -1.46937804e+002, 2.49394630e-004, 6.79644906e-003
4.06158438e+005, 1.52338699e+002, 6.56432019e-003, -8.82548828e+001, 4.63922094e+000, -1.52268043e+002, 1.99905420e-004, 6.56127559e-003
3.96882656e+005, 1.58851807e+002, 6.29517549e-003, -8.83035507e+001, 4.70269647e+000, -1.58782181e+002, 1.86364261e-004, 6.29241630e-003
3.87818688e+005, 1.65110703e+002, 6.05654258e-003, -8.82642212e+001, 5.00127276e+000, -1.65034940e+002, 1.83455227e-004, 6.05376347e-003
3.78961563e+005, 1.70514496e+002, 5.86460403e-003, -8.80050735e+001, 5.93578018e+000, -1.70411149e+002, 2.04152733e-004, 5.86104958e-003
3.70306844e+005, 1.77804703e+002, 5.62414821e-003, -8.81413116e+001, 5.76701410e+000, -1.77711153e+002, 1.82416671e-004, 5.62118913e-003
3.61849781e+005, 1.85406494e+002, 5.39355433e-003, -8.77940598e+001, 7.13655726e+000, -1.85269095e+002, 2.07605508e-004, 5.38955734e-003
3.53585906e+005, 1.92092102e+002, 5.20583610e-003, -8.71390915e+001, 9.58761011e+000, -1.91852687e+002, 2.59831229e-004, 5.19934777e-003
3.45510656e+005, 1.99660797e+002, 5.00849448e-003, -8.63521881e+001, 1.27030839e+001, -1.99256281e+002, 3.18657076e-004, 4.99834719e-003
3.37619844e+005, 2.02249405e+002, 4.94439032e-003, -8.49938965e+001, 1.76486599e+001, -2.01477906e+002, 4.31456712e-004, 4.92552949e-003
3.29909250e+005, 2.04871506e+002, 4.88110827e-003, -8.59206772e+001, 1.45740423e+001, -2.04352468e+002, 3.47229733e-004, 4.86874208e-003
3.22374750e+005, 2.11576599e+002, 4.72642062e-003, -8.70231628e+001, 1.09876463e+001, -2.11291100e+002, 2.45453601e-004, 4.72004284e-003
3.15012406e+005, 2.22047897e+002, 4.50353285e-003, -8.73784714e+001, 1.01561030e+001, -2.21815514e+002, 2.05984133e-004, 4.49881970e-003
3.07818188e+005, 2.32288101e+002, 4.30499881e-003, -8.76018677e+001, 9.71965081e+000, -2.32084662e+002, 1.80134432e-004, 4.30122847e-003
3.00788156e+005, 2.43784500e+002, 4.10198351e-003, -8.75615005e+001, 1.03722984e+001, -2.43563745e+002, 1.74527080e-004, 4.09826903e-003
2.93918781e+005, 2.56675110e+002, 3.89597574e-003, -8.70815964e+001, 1.30682872e+001, -2.56342216e+002, 1.98358657e-004, 3.89092287e-003
2.87206281e+005, 2.70247314e+002, 3.70031429e-003, -8.64258499e+001, 1.68472817e+001, -2.69721671e+002, 2.30678471e-004, 3.69311702e-003
2.80646969e+005, 2.82710388e+002, 3.53718873e-003, -8.60776291e+001, 1.93387553e+001, -2.82048181e+002, 2.41960785e-004, 3.52890339e-003
2.74237563e+005, 3.00548889e+002, 3.32724570e-003, -8.63885117e+001, 1.89317645e+001, -2.99952035e+002, 2.09585310e-004, 3.32063819e-003
2.67974563e+005, 3.25746796e+002, 3.06986903e-003, -8.58643570e+001, 2.34921834e+001, -3.24898588e+002, 2.21392588e-004, 3.06187544e-003
2.61854469e+005, 3.50790710e+002, 2.85070263e-003, -8.40217667e+001, 3.65350759e+001, -3.48882947e+002, 2.96902494e-004, 2.83519918e-003
2.55874281e+005, 3.72924988e+002, 2.68150441e-003, -8.40248337e+001, 3.88205210e+001, -3.70898926e+002, 2.79137633e-004, 2.66693609e-003
2.50030578e+005, 4.06802612e+002, 2.45819464e-003, -8.26654968e+001, 5.19331938e+001, -4.03474050e+002, 3.13817794e-004, 2.43808106e-003
2.44320391e+005, 4.62730103e+002, 2.16108698e-003, -8.44262238e+001, 4.49437639e+001, -4.60542295e+002, 2.09900723e-004, 2.15086927e-003
2.38740563e+005, 5.63173828e+002, 1.77565070e-003, -8.24954834e+001, 7.35529501e+001, -5.58350002e+002, 2.31907700e-004, 1.76044148e-003
2.33288281e+005, 6.98793274e+002, 1.43103839e-003, -7.96418076e+001, 1.25644013e+002, -6.87404991e+002, 2.57302713e-004, 1.40771665e-003
2.27960344e+005, 9.95852173e+002, 1.00416510e-003, -7.38876877e+001, 2.76370000e+002, -9.56734641e+002, 2.78677013e-004, 9.64721036e-004
2.22754188e+005, 1.61951001e+003, 6.17470713e-004, -4.47106514e+001, 1.15093507e+003, -1.13936874e+003, 4.38817108e-004, 4.34407213e-004
2.17666984e+005, 1.72725195e+003, 5.78954332e-004, 1.35560198e+001, 1.67913280e+003, 4.04860892e+002, 5.62825364e-004, -1.35704560e-004
2.12695891e+005, 7.82167480e+002, 1.27849856e-003, 4.96815987e+001, 5.06089491e+002, 5.96371859e+002, 8.27232919e-004, -9.74804737e-004
2.07838297e+005, 3.95181213e+002, 2.53048466e-003, 5.48696289e+001, 2.27402624e+002, 3.23196903e+002, 1.45613919e-003, -2.06954374e-003
2.03091688e+005, 2.34543198e+002, 4.26360692e-003, 6.06288795e+001, 1.15035127e+002, 2.04395282e+002, 2.09114810e-003, -3.71556773e-003
1.98453484e+005, 1.18500298e+002, 8.43879738e-003, 5.34242096e+001, 7.06126211e+001, 9.51639546e+001, 5.02855785e-003, -6.77693936e-003
1.93921156e+005, 5.57759094e+001, 1.79288874e-002, 2.83337498e+001, 4.90938407e+001, 2.64716241e+001, 1.57809698e-002, -8.50917129e-003
1.89492344e+005, 4.99912682e+001, 2.00034933e-002, -3.11485100e+001, 4.27839995e+001, -2.58583889e+001, 1.71195787e-002, 1.03469692e-002
1.85164750e+005, 7.79652710e+001, 1.28262236e-002, -5.40901718e+001, 4.57275123e+001, -6.31472731e+001, 7.52272506e-003, 1.03884850e-002
1.80935984e+005, 1.08982201e+002, 9.17581031e-003, -6.09038506e+001, 5.29955003e+001, -9.52291815e+001, 4.46198237e-003, 8.01786806e-003
1.76803766e+005, 1.22773300e+002, 8.14509343e-003, -5.98512611e+001, 6.16624603e+001, -1.06165080e+002, 4.09084466e-003, 7.04326180e-003
1.72765844e+005, 1.17360901e+002, 8.52072532e-003, -6.54343796e+001, 4.87910508e+001, -1.06738065e+002, 3.54236495e-003, 7.74947808e-003
1.68820266e+005, 1.39203293e+002, 7.18373811e-003, -7.57195892e+001, 3.43369554e+001, -1.34901928e+002, 1.77199612e-003, 6.96176149e-003
1.64964797e+005, 1.65110703e+002, 6.05654258e-003, -7.73035889e+001, 3.62888721e+001, -1.61073467e+002, 1.33113781e-003, 5.90844989e-003
1.61197250e+005, 1.86604507e+002, 5.35892736e-003, -7.54158630e+001, 4.69872812e+001, -1.80591909e+002, 1.34938555e-003, 5.18625694e-003
1.57515891e+005, 2.08868607e+002, 4.78769891e-003, -7.24294586e+001, 6.30532065e+001, -1.99124052e+002, 1.44530944e-003, 4.56433363e-003
1.53918438e+005, 1.89023804e+002, 5.29033900e-003, -6.12691803e+001, 9.08628445e+001, -1.65752653e+002, 2.54304082e-003, 4.63903331e-003
1.50403266e+005, 1.68875107e+002, 5.92153585e-003, -7.04994888e+001, 5.63730892e+001, -1.59188180e+002, 1.97669908e-003, 5.58186775e-003
1.46968359e+005, 1.81858398e+002, 5.49878372e-003, -7.86750717e+001, 3.57120378e+001, -1.78317491e+002, 1.07981140e-003, 5.39171862e-003
1.43611844e+005, 2.02249405e+002, 4.94439032e-003, -8.17529526e+001, 2.90109829e+001, -2.00157899e+002, 7.09231372e-004, 4.89325929e-003
1.40332047e+005, 2.19205902e+002, 4.56192096e-003, -8.20622406e+001, 3.02717405e+001, -2.17105618e+002, 6.29988911e-004, 4.51821169e-003
1.37127156e+005, 2.30796799e+002, 4.33281573e-003, -8.20199280e+001, 3.20412123e+001, -2.28561858e+002, 6.01519039e-004, 4.29085854e-003
1.33995469e+005, 2.40664307e+002, 4.15516540e-003, -8.17578583e+001, 3.45008859e+001, -2.38178499e+002, 5.95671578e-004, 4.11224694e-003
1.30935250e+005, 2.65930603e+002, 3.76037954e-003, -8.04410629e+001, 4.41609830e+001, -2.62238238e+002, 6.24456363e-004, 3.70816782e-003
1.27944945e+005, 2.30796799e+002, 4.33281573e-003, -7.11261673e+001, 7.46593721e+001, -2.18387592e+002, 1.40160221e-003, 4.09985407e-003
1.25022945e+005, 2.34543198e+002, 4.26360692e-003, -8.46628189e+001, 2.18164404e+001, -2.33526346e+002, 3.96586757e-004, 4.24512225e-003
1.22167648e+005, 2.55849792e+002, 3.90854333e-003, -8.65978699e+001, 1.51830185e+001, -2.55398889e+002, 2.31946586e-004, 3.90165500e-003
1.19377555e+005, 2.74634003e+002, 3.64120972e-003, -8.73024063e+001, 1.29255118e+001, -2.74329668e+002, 1.71371712e-004, 3.63717472e-003
1.16651297e+005, 2.87299408e+002, 3.48068939e-003, -8.73477631e+001, 1.32944173e+001, -2.86991652e+002, 1.61064506e-004, 3.47696086e-003
1.13987148e+005, 3.01518402e+002, 3.31654716e-003, -8.76127930e+001, 1.25590161e+001, -3.01256731e+002, 1.38142710e-004, 3.31366891e-003
1.11383852e+005, 3.14409485e+002, 3.18056563e-003, -8.76580582e+001, 1.28477824e+001, -3.14146874e+002, 1.29968137e-004, 3.17790906e-003
1.08840047e+005, 3.27851715e+002, 3.05015943e-003, -8.74835663e+001, 1.43946361e+001, -3.27535558e+002, 1.33920102e-004, 3.04721807e-003
1.06354359e+005, 3.39673798e+002, 2.94400100e-003, -8.73090591e+001, 1.59471800e+001, -3.39299243e+002, 1.38216472e-004, 2.94075468e-003
1.03925469e+005, 3.50790710e+002, 2.85070263e-003, -8.75739670e+001, 1.48488349e+001, -3.50476297e+002, 1.20669138e-004, 2.84814754e-003
1.01552070e+005, 3.65788300e+002, 2.73382172e-003, -8.74872894e+001, 1.60365309e+001, -3.65436602e+002, 1.19853523e-004, 2.73119321e-003
9.92328516e+004, 3.76545288e+002, 2.65572305e-003, -8.65216827e+001, 2.28453061e+001, -3.75851628e+002, 1.61124857e-004, 2.65083075e-003
9.69665625e+004, 3.82657501e+002, 2.61330301e-003, -8.69622803e+001, 2.02783129e+001, -3.82119815e+002, 1.38487749e-004, 2.60963096e-003
9.47520156e+004, 3.95181213e+002, 2.53048466e-003, -8.74907532e+001, 1.73012788e+001, -3.94802301e+002, 1.10786189e-004, 2.52805836e-003
9.25880703e+004, 4.09431213e+002, 2.44241271e-003, -8.77115936e+001, 1.63484277e+001, -4.09104690e+002, 9.75245815e-005, 2.44046488e-003
9.04735313e+004, 4.22831085e+002, 2.36501060e-003, -8.79323883e+001, 1.52552381e+001, -4.22555800e+002, 8.53267445e-005, 2.36347086e-003
8.84072813e+004, 4.39491089e+002, 2.27535899e-003, -8.79334412e+001, 1.58482403e+001, -4.39205249e+002, 8.20504375e-005, 2.27387912e-003
8.63882266e+004, 4.55338898e+002, 2.19616643e-003, -8.78465805e+001, 1.71095469e+001, -4.55017335e+002, 8.25218595e-005, 2.19461548e-003
8.44153203e+004, 4.70241302e+002, 2.12656777e-003, -8.74960327e+001, 2.05441670e+001, -4.69792316e+002, 9.29066913e-005, 2.12453732e-003
8.24874609e+004, 4.82513611e+002, 2.07248040e-003, -8.68817673e+001, 2.62470833e+001, -4.81799206e+002, 1.12735816e-004, 2.06941191e-003
8.06036016e+004, 4.90345886e+002, 2.03937675e-003, -8.75858536e+001, 2.06545149e+001, -4.89910685e+002, 8.59033158e-005, 2.03756672e-003
7.87627734e+004, 5.06394012e+002, 1.97474689e-003, -8.78944092e+001, 1.86055344e+001, -5.06052102e+002, 7.25546123e-005, 1.97341356e-003
7.69639609e+004, 5.24654175e+002, 1.90601743e-003, -8.78513870e+001, 1.96701151e+001, -5.24285313e+002, 7.14596088e-005, 1.90467739e-003
7.52062813e+004, 5.41825195e+002, 1.84561369e-003, -8.75446625e+001, 2.32121213e+001, -5.41327756e+002, 7.90672144e-005, 1.84391927e-003
7.34887109e+004, 5.52396423e+002, 1.81029413e-003, -8.75015869e+001, 2.40799085e+001, -5.51871331e+002, 7.89138289e-005, 1.80857331e-003
7.18103672e+004, 5.72315430e+002, 1.74728821e-003, -8.76782303e+001, 2.31853203e+001, -5.71845602e+002, 7.07851556e-005, 1.74585381e-003
7.01703438e+004, 5.85363525e+002, 1.70834013e-003, -8.72835617e+001, 2.77421526e+001, -5.84705763e+002, 8.09634194e-005, 1.70642050e-003
6.85678125e+004, 6.04521423e+002, 1.65420109e-003, -8.73722687e+001, 2.77151838e+001, -6.03885767e+002, 7.58393097e-005, 1.65246170e-003
6.70018203e+004, 6.18303772e+002, 1.61732800e-003, -8.69336090e+001, 3.30749696e+001, -6.17418497e+002, 8.65158465e-005, 1.61501234e-003
6.54716484e+004, 6.34440186e+002, 1.57619272e-003, -8.71541214e+001, 3.14996575e+001, -6.33657731e+002, 7.82572288e-005, 1.57424880e-003
6.39764063e+004, 6.46818298e+002, 1.54602924e-003, -8.58804703e+001, 4.64657615e+001, -6.45147149e+002, 1.11062761e-004, 1.54203485e-003
6.25153164e+004, 6.53097595e+002, 1.53116473e-003, -8.69798431e+001, 3.44099322e+001, -6.52190482e+002, 8.06728961e-005, 1.52903803e-003
6.10876094e+004, 6.70142090e+002, 1.49222085e-003, -8.75079193e+001, 2.91386495e+001, -6.69508297e+002, 6.48837032e-005, 1.49080957e-003
5.96924414e+004, 6.94306885e+002, 1.44028530e-003, -8.78162537e+001, 2.64561033e+001, -6.93802656e+002, 5.48811161e-005, 1.43923932e-003
5.83292227e+004, 7.14724915e+002, 1.39913970e-003, -8.77290497e+001, 2.83211057e+001, -7.14163580e+002, 5.54411669e-005, 1.39804083e-003
5.69970625e+004, 7.33377808e+002, 1.36355367e-003, -8.72463303e+001, 3.52330127e+001, -7.32530985e+002, 6.55079867e-005, 1.36197919e-003
5.56953555e+004, 7.42885986e+002, 1.34610158e-003, -8.73788300e+001, 3.39737300e+001, -7.42108735e+002, 6.15600408e-005, 1.34469321e-003
5.44233906e+004, 7.64732483e+002, 1.30764682e-003, -8.79507675e+001, 2.73454794e+001, -7.64243414e+002, 4.67591347e-005, 1.30681054e-003
5.31804570e+004, 7.87221619e+002, 1.27029032e-003, -8.79074631e+001, 2.87442486e+001, -7.86696666e+002, 4.63827972e-005, 1.26944324e-003
5.19659531e+004, 8.12985779e+002, 1.23003382e-003, -8.80399094e+001, 2.78068476e+001, -8.12510096e+002, 4.20712929e-005, 1.22931412e-003
5.07791641e+004, 8.36893921e+002, 1.19489457e-003, -8.76889572e+001, 3.37472197e+001, -8.36213226e+002, 4.81833701e-005, 1.19392269e-003
4.96194375e+004, 8.53221924e+002, 1.17202802e-003, -8.70303574e+001, 4.42027310e+001, -8.52076153e+002, 6.07190670e-005, 1.17045413e-003
4.84862344e+004, 8.69868530e+002, 1.14959901e-003, -8.59323120e+001, 6.17040592e+001, -8.67677284e+002, 8.15467198e-005, 1.14670311e-003
4.73788984e+004, 8.67071716e+002, 1.15330714e-003, -8.66799469e+001, 5.02151021e+001, -8.65616430e+002, 6.67919788e-005, 1.15137144e-003
4.62968359e+004, 8.95449402e+002, 1.11675768e-003, -8.73836212e+001, 4.08759719e+001, -8.94515951e+002, 5.09783753e-005, 1.11559353e-003
4.52395078e+004, 9.21782471e+002, 1.08485465e-003, -8.73841629e+001, 4.20693328e+001, -9.20821967e+002, 4.95118022e-005, 1.08372422e-003
4.42063203e+004, 9.42797974e+002, 1.06067262e-003, -8.72089081e+001, 4.59090566e+001, -9.41679551e+002, 5.16489013e-005, 1.05941437e-003
4.31967383e+004, 9.55021301e+002, 1.04709706e-003, -8.68578568e+001, 5.23478313e+001, -9.53585544e+002, 5.73948040e-005, 1.04552288e-003
4.22102227e+004, 9.73654114e+002, 1.02705877e-003, -8.76933212e+001, 3.91878887e+001, -9.72865172e+002, 4.13373336e-005, 1.02622656e-003
4.12462344e+004, 9.99064392e+002, 1.00093648e-003, -8.76938171e+001, 4.02019681e+001, -9.98255209e+002, 4.02773004e-005, 1.00012578e-003
4.03042422e+004, 1.02184198e+003, 9.78624895e-004, -8.79140167e+001, 3.71942653e+001, -1.02116483e+003, 3.56211965e-005, 9.77976388e-004
3.93837695e+004, 1.04851001e+003, 9.53734338e-004, -8.78265991e+001, 3.97635939e+001, -1.04775574e+003, 3.61693303e-005, 9.53048250e-004
3.84843359e+004, 1.06553003e+003, 9.38500063e-004, -8.79149475e+001, 3.87671784e+001, -1.06482456e+003, 3.41454473e-005, 9.37878701e-004
3.76054063e+004, 1.09333801e+003, 9.14630232e-004, -8.82230072e+001, 3.39037593e+001, -1.09281222e+003, 2.83621377e-005, 9.14190380e-004
3.67465625e+004, 1.11826501e+003, 8.94242408e-004, -8.82234497e+001, 3.46680984e+001, -1.11772750e+003, 2.77230204e-005, 8.93812575e-004
3.59073867e+004, 1.14376001e+003, 8.74309288e-004, -8.82238770e+001, 3.54499614e+001, -1.14321051e+003, 2.70985436e-005, 8.73889238e-004
3.50872891e+004, 1.16983606e+003, 8.54820632e-004, -8.80924606e+001, 3.89399732e+001, -1.16918779e+003, 2.84541516e-005, 8.54346929e-004
3.42859609e+004, 1.19266003e+003, 8.38461901e-004, -8.82247086e+001, 3.69482778e+001, -1.19208757e+003, 2.59753177e-005, 8.38059451e-004
3.35029375e+004, 1.21592896e+003, 8.22416471e-004, -8.83569412e+001, 3.48641549e+001, -1.21542902e+003, 2.35810284e-005, 8.22078334e-004
3.27377910e+004, 1.24766199e+003, 8.01499132e-004, -8.84452209e+001, 3.38524177e+001, -1.24720265e+003, 2.17468222e-005, 8.01204053e-004
3.19901699e+004, 1.27610706e+003, 7.83633313e-004, -8.85334930e+001, 3.26588723e+001, -1.27568907e+003, 2.00551985e-005, 7.83376639e-004
3.12595371e+004, 1.30520105e+003, 7.66165489e-004, -8.86217575e+001, 3.13934130e+001, -1.30482345e+003, 1.84282334e-005, 7.65943834e-004
3.05456523e+004, 1.33495801e+003, 7.49087233e-004, -8.86221237e+001, 3.21006137e+001, -1.33457200e+003, 1.80126714e-005, 7.48870634e-004
2.98480391e+004, 1.36100305e+003, 7.34752210e-004, -8.86664200e+001, 3.16749788e+001, -1.36063441e+003, 1.71000797e-005, 7.34553196e-004
2.91664004e+004, 1.39203296e+003, 7.18373795e-004, -8.87546616e+001, 3.02538106e+001, -1.39170416e+003, 1.56128090e-005, 7.18204114e-004
2.85002598e+004, 1.42376904e+003, 7.02361106e-004, -8.86671066e+001, 3.31186899e+001, -1.42338380e+003, 1.63378181e-005, 7.02171061e-004
2.78493770e+004, 1.45622998e+003, 6.86704719e-004, -8.86674423e+001, 3.38652432e+001, -1.45583615e+003, 1.59696082e-005, 6.86519004e-004
2.72133359e+004, 1.48464099e+003, 6.73563512e-004, -8.87556534e+001, 3.22408175e+001, -1.48429088e+003, 1.46272657e-005, 6.73404669e-004
2.65918379e+004, 1.51848901e+003, 6.58549381e-004, -8.88438568e+001, 3.06387592e+001, -1.51817988e+003, 1.32876404e-005, 6.58415314e-004
2.59845254e+004, 1.55310901e+003, 6.43869808e-004, -8.88002319e+001, 3.25195754e+001, -1.55276852e+003, 1.34815861e-005, 6.43728652e-004
2.53911016e+004, 1.58851794e+003, 6.29517598e-004, -8.88444672e+001, 3.20348240e+001, -1.58819490e+003, 1.26951575e-005, 6.29389576e-004
2.48112090e+004, 1.62473401e+003, 6.15485362e-004, -8.88008270e+001, 3.40024150e+001, -1.62437817e+003, 1.28808707e-005, 6.15350562e-004
2.42446055e+004, 1.66177600e+003, 6.01765821e-004, -8.88450623e+001, 3.34949253e+001, -1.66143840e+003, 1.21292528e-005, 6.01643570e-004
2.36908789e+004, 1.69966296e+003, 5.88351939e-004, -8.87135086e+001, 3.81601938e+001, -1.69923453e+003, 1.32094565e-005, 5.88203633e-004
2.31498477e+004, 1.73841296e+003, 5.75237312e-004, -8.87577286e+001, 3.76888414e+001, -1.73800437e+003, 1.24711609e-005, 5.75102108e-004
2.26211543e+004, 1.77804700e+003, 5.62414830e-004, -8.87580032e+001, 3.85395870e+001, -1.77762927e+003, 1.21904738e-005, 5.62282699e-004
2.21045020e+004, 1.81858398e+003, 5.49878372e-004, -8.87143173e+001, 4.08045014e+001, -1.81812615e+003, 1.23379030e-005, 5.49739938e-004
2.15997090e+004, 1.86004504e+003, 5.37621389e-004, -8.86706314e+001, 4.31526307e+001, -1.85954441e+003, 1.24726965e-005, 5.37476688e-004
2.11064219e+004, 1.90858899e+003, 5.23947275e-004, -8.85829773e+001, 4.71978610e+001, -1.90800532e+003, 1.29567920e-005, 5.23787045e-004
2.06243398e+004, 1.94582605e+003, 5.13920553e-004, -8.86271820e+001, 4.66179089e+001, -1.94526754e+003, 1.23124580e-005, 5.13773042e-004
2.01533438e+004, 1.99660803e+003, 5.00849433e-004, -8.86274185e+001, 4.78262992e+001, -1.99603514e+003, 1.19972345e-005, 5.00705722e-004
